,step,loss_value,learning_rate_value
48,524020,0.0015569508541375399,9.999999747378752e-05
49,533744,0.0012961889151483774,9.999999747378752e-05
50,540600,0.001176665653474629,9.999999747378752e-05
51,549896,0.0010623759590089321,9.999999747378752e-05
52,557396,0.0005871040048077703,9.999999747378752e-05
53,566368,0.001242773374542594,9.999999747378752e-05
54,574064,0.005050881765782833,9.999999747378752e-05
55,583544,0.018230777233839035,9.999999747378752e-05
56,592292,0.0011542725842446089,9.999999747378752e-05
57,601232,0.003462781198322773,9.999999747378752e-05
58,609688,0.01476670615375042,9.999999747378752e-05
59,619276,0.00299624539911747,9.999999747378752e-05
60,629440,0.0014913759659975767,9.999999747378752e-05
61,638292,0.0031008378136903048,9.999999747378752e-05
62,647876,0.002536182291805744,9.999999747378752e-05
63,657872,0.0020218610297888517,9.999999747378752e-05
64,667092,0.00409263651818037,9.999999747378752e-05
65,678616,0.002861561719328165,9.999999747378752e-05
66,687912,0.0042839958332479,9.999999747378752e-05
67,700520,0.001727547263726592,9.999999747378752e-05
68,711496,0.0050550540909171104,9.999999747378752e-05
69,720072,0.0028788535855710506,9.999999747378752e-05
70,729568,0.002647514920681715,9.999999747378752e-05
71,740716,0.0024863588623702526,9.999999747378752e-05
72,749412,0.004204497206956148,9.999999747378752e-05
73,759064,0.0023617243859916925,9.999999747378752e-05
74,768020,0.003330713137984276,9.999999747378752e-05
75,775908,0.0017200454603880644,9.999999747378752e-05
76,786916,0.0012604477815330029,9.999999747378752e-05
77,797052,0.001899250317364931,9.999999747378752e-05
78,805752,0.000999989453703165,9.999999747378752e-05
79,817948,0.004244309850037098,9.999999747378752e-05
80,829312,0.004368648398667574,9.999999747378752e-05
81,839484,0.002201419323682785,9.999999747378752e-05
82,848016,0.0012223012745380402,9.999999747378752e-05
83,860916,0.009226489812135696,9.999999747378752e-05
84,872064,0.004216970410197973,9.999999747378752e-05
85,884932,0.003790562739595771,9.999999747378752e-05
86,897680,0.0027733757160604,9.999999747378752e-05
87,912060,0.005734912119805813,9.999999747378752e-05
88,926096,0.00455988384783268,9.999999747378752e-05
89,940640,0.004839236382395029,9.999999747378752e-05
90,953708,0.003409040393307805,9.999999747378752e-05
91,968680,0.0012097612489014864,9.999999747378752e-05
92,982868,0.006189996842294931,9.999999747378752e-05
93,997816,0.002270557451993227,9.999999747378752e-05
94,1007916,0.0019925835076719522,9.999999747378752e-05
95,1022396,0.007138191256672144,9.999999747378752e-05
96,1035300,0.0025011426769196987,9.999999747378752e-05
97,1046576,0.00334597984328866,9.999999747378752e-05
98,1059408,0.0024752942845225334,9.999999747378752e-05
99,1074848,0.002012559911236167,9.999999747378752e-05
100,1087200,0.003948141820728779,9.999999747378752e-05
101,1100688,0.0017210966907441616,9.999999747378752e-05
102,1118208,0.018902331590652466,9.999999747378752e-05
103,1133528,0.0033222108613699675,9.999999747378752e-05
104,1148764,0.0030138790607452393,9.999999747378752e-05
105,1167036,0.008650785312056541,9.999999747378752e-05
106,1180116,0.0034555047750473022,9.999999747378752e-05
107,1195664,0.011431393213570118,9.999999747378752e-05
108,1213620,0.009930027648806572,9.999999747378752e-05
109,1228816,0.004336008336395025,9.999999747378752e-05
110,1243208,0.00222653616219759,9.999999747378752e-05
111,1261136,0.0022623082622885704,9.999999747378752e-05
112,1274004,0.006787507329136133,9.999999747378752e-05
113,1289276,0.0016002687625586987,9.999999747378752e-05
114,1309016,0.004968893714249134,9.999999747378752e-05
115,1324468,0.0034599294885993004,9.999999747378752e-05
116,1341648,0.001295804395340383,9.999999747378752e-05
117,1362140,0.002161670010536909,9.999999747378752e-05
118,1383064,0.01640954613685608,9.999999747378752e-05
119,1403084,0.0017988486215472221,9.999999747378752e-05
120,1427752,0.0009701733943074942,9.999999747378752e-05
121,1448320,0.0038575707003474236,9.999999747378752e-05
122,1469228,0.0051697478629648685,9.999999747378752e-05
123,1495676,0.0009537474252283573,9.999999747378752e-05
124,1516600,0.0018283461686223745,9.999999747378752e-05
125,1541952,0.00644860090687871,9.999999747378752e-05
126,1560820,0.0019789370708167553,9.999999747378752e-05
127,1581260,0.003504388965666294,9.999999747378752e-05
128,1603028,0.0023091149050742388,9.999999747378752e-05
129,1621784,0.001448403112590313,9.999999747378752e-05
130,1647560,0.0020384155213832855,9.999999747378752e-05
131,1668920,0.0054117171093821526,9.999999747378752e-05
132,1700600,0.001169383293017745,9.999999747378752e-05
133,1727868,0.002878312487155199,9.999999747378752e-05
134,1754756,0.0017486775759607553,9.999999747378752e-05
135,1783356,0.0012787968153133988,9.999999747378752e-05
136,1805476,0.0018737029749900103,9.999999747378752e-05
137,1833540,0.00353761063888669,9.999999747378752e-05
138,1856420,0.0034689977765083313,9.999999747378752e-05
139,1888304,0.00143684190697968,9.999999747378752e-05
140,1917116,0.001241000136360526,9.999999747378752e-05
141,1948080,0.0011313215363770723,9.999999747378752e-05
142,1968800,0.0014039506204426289,9.999999747378752e-05
143,1995644,0.0009525023633614182,9.999999747378752e-05
144,2027712,0.0019295476377010345,9.999999747378752e-05
145,2057784,0.005061138421297073,9.999999747378752e-05
146,2094356,0.004533702041953802,9.999999747378752e-05
147,2119480,0.0014950735494494438,9.999999747378752e-05
148,2150092,0.0016900572227314115,9.999999747378752e-05
149,2183344,0.009790233336389065,9.999999747378752e-05
150,2207820,0.002039564773440361,9.999999747378752e-05
151,2243372,0.007020692806690931,9.999999747378752e-05
152,2272888,0.0018691376317292452,9.999999747378752e-05
153,2307176,0.0021090630907565355,9.999999747378752e-05
154,2348344,0.0014526470331475139,9.999999747378752e-05
155,2389796,0.0011890181340277195,9.999999747378752e-05
156,2414372,0.0005380238872021437,9.999999747378752e-05
157,2449412,0.0013193299528211355,9.999999747378752e-05
158,2489636,0.001351925078779459,9.999999747378752e-05
159,2529836,0.0028319326229393482,9.999999747378752e-05
160,2570540,0.002331436611711979,9.999999747378752e-05
161,2607868,0.001838811207562685,9.999999747378752e-05
162,2648820,0.0016142962267622352,9.999999747378752e-05
163,2694536,0.003019776428118348,9.999999747378752e-05
164,2735504,0.0008067584130913019,9.999999747378752e-05
165,2766960,0.001278174459002912,9.999999747378752e-05
166,2805040,0.0038316245190799236,9.999999747378752e-05
167,2844524,0.0011384908575564623,9.999999747378752e-05
168,2891156,0.009692645631730556,9.999999747378752e-05
169,2937944,0.0019632787443697453,9.999999747378752e-05
170,2989816,0.0022724096197634935,9.999999747378752e-05
171,3027452,0.0012160679325461388,9.999999747378752e-05
172,3079788,0.001799252931959927,9.999999747378752e-05
173,3134068,0.0028857244178652763,9.999999747378752e-05
174,3168120,0.0007270945934578776,9.999999747378752e-05
175,3213548,0.002874110359698534,9.999999747378752e-05
176,3254748,0.004609891679137945,9.999999747378752e-05
177,3302972,0.001166548696346581,9.999999747378752e-05
178,3339116,0.0005340668722055852,9.999999747378752e-05
179,3388404,0.0009300535311922431,9.999999747378752e-05
180,3433824,0.0007271029753610492,9.999999747378752e-05
181,3463088,0.008089411072432995,9.999999747378752e-05
182,3502868,0.0011374646564945579,9.999999747378752e-05
183,3535124,0.0005375181208364666,9.999999747378752e-05
184,3584460,0.003822612576186657,9.999999747378752e-05
185,3630688,0.0006266102427616715,9.999999747378752e-05
186,3678740,0.0012592049315571785,9.999999747378752e-05
187,3731848,0.00199050921946764,9.999999747378752e-05
188,3785008,0.0014894605847075582,9.999999747378752e-05
189,3836596,0.002057405887171626,9.999999747378752e-05
190,3882764,0.0015314153861254454,9.999999747378752e-05
191,3929156,0.0007514184108003974,9.999999747378752e-05
192,3962448,0.004164162557572126,9.999999747378752e-05
193,3989916,0.015047211199998856,9.999999747378752e-05
194,4030724,0.0006710408488288522,9.999999747378752e-05
195,4053800,0.0030280095525085926,9.999999747378752e-05
196,4080640,0.001620555529370904,9.999999747378752e-05
197,4124456,0.001087190699763596,9.999999747378752e-05
198,4145384,0.0008022079709917307,9.999999747378752e-05
199,4172236,0.002627165988087654,9.999999747378752e-05
200,4197404,0.0013920513447374105,9.999999747378752e-05
201,4219176,0.0007493162993341684,9.999999747378752e-05
202,4246244,0.0013299065176397562,9.999999747378752e-05
203,4275500,0.0008058464736677706,9.999999747378752e-05
204,4304548,0.0012117510195821524,9.999999747378752e-05
205,4322168,0.0015278307255357504,9.999999747378752e-05
206,4349764,0.0007598733063787222,9.999999747378752e-05
207,4367312,0.0015744116390123963,9.999999747378752e-05
208,4390412,0.0008110172348096967,9.999999747378752e-05
209,4408280,0.0014341417700052261,9.999999747378752e-05
210,4434168,0.001227372558787465,9.999999747378752e-05
211,4452964,0.0024461233988404274,9.999999747378752e-05
212,4477140,0.0006530606187880039,9.999999747378752e-05
213,4495016,0.0014859142247587442,9.999999747378752e-05
214,4517164,0.0008051862241700292,9.999999747378752e-05
215,4535780,0.005999823100864887,9.999999747378752e-05
216,4558700,0.0013847467489540577,9.999999747378752e-05
217,4576200,0.001115312916226685,9.999999747378752e-05
218,4595456,0.0003197820042259991,9.999999747378752e-05
219,4614460,0.0009660309297032654,9.999999747378752e-05
220,4635328,0.0009528531809337437,9.999999747378752e-05
221,4652828,0.0009209635900333524,9.999999747378752e-05
222,4676080,0.0012270829174667597,9.999999747378752e-05
223,4692608,0.0009364119032397866,9.999999747378752e-05
224,4715860,0.00028597970958799124,9.999999747378752e-05
225,4735888,0.0009041168377734721,9.999999747378752e-05
226,4757280,0.002575179561972618,9.999999747378752e-05
227,4774720,0.00019385339692234993,9.999999747378752e-05
228,4797996,0.0020060830283910036,9.999999747378752e-05
229,4816520,0.0042586601339280605,9.999999747378752e-05
230,4837484,0.000697159324772656,9.999999747378752e-05
231,4856672,0.00048208917723968625,9.999999747378752e-05
232,4874932,0.0004617452505044639,9.999999747378752e-05
233,4898256,0.0031215199269354343,9.999999747378752e-05
234,4916648,0.0007615200011059642,9.999999747378752e-05
235,4937160,0.0029589743353426456,9.999999747378752e-05
236,4955152,0.00139955326449126,9.999999747378752e-05
237,4975028,0.0013540105428546667,9.999999747378752e-05
238,4993316,0.00036688707768917084,9.999999747378752e-05
